but while the new york stock exchange did n't fall ___
new federal legislation requires that all thrifts <unk> themselves of ___
columbia savings officials were n't available for comment on the ___
moody 's investors service inc. said it downgraded its rating ___
the rating concern said franklin 's troubled diversification record in ___
they perhaps had concern that we were getting out of ___
just when it seemed safe to go back into stocks ___
or is this an extraordinary buying opportunity just like oct. ___
here 's what several leading market experts and money managers ___
i 'm the only one who said there would be ___
everyone will tell you that this time is different from ___
well in some ways it is different but technically it ___
right now they 're telling me to get the hell ___
mr. <unk> says he would n't even think of buying ___
most people he says have no idea what a massacre ___
a <unk> analyst with shearson lehman hutton inc. ms. <unk> ___
this was an october massacre like those that occurred in ___
now as in those two years her stock market indicators ___
those <unk> lasted one to four weeks and took the ___
this is exactly the same thing as far as i ___
thus she says if the dow jones industrial average dropped ___
as she <unk> it the average stock now sells for ___
she says that ratio could climb to N given current ___
friday 's fall marks the start of a bear market ___
but mr. davis whose views are widely respected by money ___
the main thing was portfolio insurance a mechanical trading system ___
today could even be an up day mr. davis says ___
over the next several months though he says things look ___
i think the market will be heading down into november ___
we will probably have a year-end rally and then go ___
he expects the downturn to carry the dow jones industrial ___
i do n't think the market is going through another ___
i do n't think that 's the case at all ___
mr. <unk> sees this as a good time to pick ___
i expect the market to open weaker monday but then ___
he <unk> off several major differences between now and two ___
and unlike N the economy does n't appear to be ___
but the economy 's slower growth this year also means ___
thus he concludes this is not a good environment to ___
if i had come into friday on margin or with ___
but we came into friday with a conservative portfolio so ___
we 're going to look for some of the <unk> ___
this is the latest <unk> of the capacity of the ___
i see this as a reaction to the whole junk ___
the explosion of junk bonds and takeovers has <unk> a ___
this has both made investors uneasy and the corporations more ___
there is more <unk> in the economy at large than ___
it takes more error now to have a major depression ___
new york money manager mario <unk> an expert at <unk> ___
companies are still going to buy companies around the world ___
examples are ford looking at jaguar bellsouth looking at lin ___
these sorts of takeovers do n't require junk bonds or ___
the market was up N N since president bush took ___
he thinks another crash is unlikely and says he was ___
stocks that were thrown out just on an emotional basis ___
it seems to me that this is the <unk> that ___
he sees economic problems financial problems ahead for the u.s. ___
dealers would give you a quote but then refuse to ___
if the dollar stays weak he says that will add ___
mr. rogers wo n't decide what to do today until ___
he recommends that investors sell <unk> stocks but hang on ___
<unk> newsletter writer francis <unk> <unk> actually did it he ___
mr. <unk> says what happens now will depend a good ___
